crop,season,soil_type,sown_month,harvested_month,water_source,ph,crop_duration_days,temperature,humidity,n,p,k
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.6,139.3,29.2,67.9,98.9,43.0,45.4
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.9,118.1,26.2,76.5,92.3,59.5,59.6
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.7,143.1,35.1,76.8,95.1,53.5,50.3
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.5,129.9,37.1,77.9,97.2,46.2,43.4
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.9,135.4,38.5,60.5,88.8,49.4,42.2
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.9,112.7,32.1,61.0,88.7,44.9,56.0
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.7,116.9,36.3,78.1,84.7,52.7,51.1
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.2,126.0,28.8,68.3,82.3,51.5,48.1
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.4,129.5,20.5,78.3,97.2,56.7,52.7
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.6,115.7,25.6,77.4,87.6,56.2,54.1
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.5,143.0,35.1,69.8,81.6,41.9,58.0
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.0,141.4,20.6,69.5,83.5,53.5,43.6
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.8,135.4,23.2,79.4,90.1,53.8,55.0
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.1,122.2,29.4,75.3,92.8,45.8,43.7
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.0,138.2,25.3,76.8,85.4,43.3,59.5
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.6,118.7,37.5,70.9,85.8,48.5,45.1
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.9,121.1,22.8,73.7,99.2,58.1,42.4
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.3,128.9,22.1,63.9,91.4,53.5,54.9
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.1,136.7,29.0,79.0,89.8,44.5,46.4
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.1,123.1,36.2,75.9,96.9,41.5,46.1
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.3,141.8,27.6,70.7,84.9,59.2,41.4
Rice,Kharif,Clay,Jun,Sep,Irrigated,8.0,131.6,37.1,68.8,97.0,57.9,51.3
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.8,130.4,25.7,68.3,93.7,46.3,52.6
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.1,143.0,24.7,60.1,96.7,44.2,40.2
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.4,133.0,33.6,68.0,94.8,50.4,57.0
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.7,123.4,30.2,72.8,80.1,54.4,59.6
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.7,132.7,35.2,68.1,85.6,48.1,55.6
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.4,130.2,33.5,63.3,81.6,55.4,57.9
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.8,123.6,34.5,72.0,81.6,53.9,48.1
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.3,148.8,38.2,66.2,86.0,57.4,51.4
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.2,115.0,22.0,74.6,97.4,42.4,52.2
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.5,145.3,29.6,67.4,81.5,47.0,46.7
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.8,120.9,38.9,70.2,98.6,56.4,55.4
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.3,119.0,20.6,68.7,92.2,46.0,55.9
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.2,118.0,37.0,76.1,97.7,49.1,41.3
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.3,133.1,27.7,66.9,94.5,59.9,40.8
Rice,Kharif,Clay,Jul,Oct,Rainfed,8.0,128.1,26.8,60.1,91.5,47.5,59.2
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.4,149.0,26.0,74.5,98.0,41.0,47.3
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.6,130.6,27.7,68.1,84.2,40.8,57.4
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.7,113.6,37.2,74.9,88.3,56.4,49.7
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.5,118.4,38.5,73.0,81.6,47.7,50.8
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.7,131.5,33.9,63.9,88.9,59.0,49.7
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.7,124.5,27.7,73.5,86.9,52.4,40.5
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.2,145.7,30.4,79.3,85.5,44.7,46.0
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.8,121.7,31.2,62.0,94.2,45.0,43.0
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.3,116.5,26.8,67.4,94.5,55.4,50.0
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.3,140.8,24.1,60.5,90.6,52.0,49.3
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.9,134.5,31.0,64.1,86.9,45.1,51.8
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.4,135.3,28.1,72.1,81.5,53.2,50.5
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.3,143.4,34.5,78.3,91.6,45.5,54.5
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.5,128.3,36.1,77.5,99.9,56.2,47.9
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.0,135.9,36.6,71.2,81.0,56.2,51.0
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.5,142.7,22.2,62.6,89.5,56.9,59.3
Rice,Kharif,Loamy,Jun,Sep,Irrigated,8.0,149.2,32.0,70.5,93.7,48.9,47.3
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.7,135.0,37.7,64.2,90.8,45.4,43.7
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.0,124.1,37.2,61.5,89.3,42.0,52.4
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.6,141.9,27.9,78.2,92.4,42.5,43.1
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.5,138.0,25.8,67.2,87.7,59.0,46.0
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.1,115.1,31.9,71.1,93.4,53.4,55.1
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.3,119.4,31.6,71.0,91.5,48.8,57.1
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.9,140.0,31.0,65.1,83.2,49.4,54.2
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.5,112.2,21.9,67.0,87.6,44.6,52.0
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.3,130.7,34.9,73.7,82.5,46.5,56.3
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.6,135.7,22.3,76.0,83.1,56.8,54.9
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.9,131.9,38.5,61.0,82.6,48.4,51.2
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.5,112.5,23.1,70.1,99.3,54.4,40.7
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.9,137.1,38.5,73.2,94.6,55.9,42.5
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.5,119.7,39.3,66.2,94.4,48.5,53.5
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.3,120.1,24.4,68.5,93.9,51.8,46.7
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.9,128.9,24.1,66.7,93.9,53.1,48.1
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.4,147.2,21.0,64.0,96.3,44.0,42.0
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.5,138.4,24.1,72.1,94.9,45.2,54.0
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.1,111.9,34.5,75.7,91.9,51.0,50.7
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.8,134.2,35.6,65.5,80.3,51.1,55.8
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.7,145.7,33.3,71.6,93.1,46.0,52.0
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.5,140.3,35.5,61.6,87.1,44.0,45.1
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.6,129.8,40.0,61.6,80.5,45.1,52.8
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.1,139.8,21.3,63.3,86.2,53.9,50.9
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.9,119.0,30.2,67.5,85.0,54.2,54.6
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.1,110.6,36.0,63.7,91.7,57.9,46.5
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.1,129.3,36.1,79.0,96.6,56.9,54.1
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.0,147.0,24.1,78.1,92.4,49.1,40.0
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.0,121.8,21.3,78.1,85.9,41.4,49.4
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.2,122.3,27.4,75.3,85.2,55.3,40.6
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.2,129.4,21.7,77.4,97.1,55.9,56.7
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.3,138.0,36.0,69.9,84.6,44.3,57.6
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.9,113.9,24.6,70.6,89.9,44.1,59.4
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.1,139.7,30.5,66.5,99.6,54.7,57.1
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.9,117.2,25.6,74.4,92.1,50.3,58.6
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.7,131.6,29.4,70.9,85.2,40.5,44.1
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.5,112.9,28.2,69.2,98.7,52.4,48.7
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.4,125.7,39.4,66.1,92.9,57.4,50.4
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.6,120.2,28.1,67.0,99.0,57.9,51.0
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.0,113.8,30.5,65.7,80.1,45.5,57.6
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.0,143.6,20.7,76.9,84.0,49.0,53.9
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.6,123.8,32.9,68.5,98.1,45.0,43.3
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.8,128.2,26.1,75.8,83.5,59.4,59.4
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.0,119.4,26.5,76.2,92.5,41.8,56.5
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.5,136.0,30.0,60.2,85.1,59.0,47.0
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.7,131.4,26.0,68.4,96.6,46.9,45.8
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.3,127.3,31.2,71.9,83.7,57.7,41.4
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.2,123.9,24.0,60.6,86.7,44.4,50.2
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.0,148.9,23.3,64.6,95.4,46.1,42.7
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.1,129.3,28.4,72.7,85.0,50.6,50.4
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.3,127.6,30.7,77.6,97.5,43.9,55.9
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.1,135.5,27.5,69.5,80.2,55.2,51.7
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.4,118.3,21.7,61.8,93.2,53.1,50.4
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.4,126.8,31.6,63.5,88.6,42.8,43.1
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.2,148.1,39.0,70.7,94.2,40.1,51.1
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.5,121.1,31.5,72.0,84.6,41.6,43.8
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.9,128.8,35.1,63.8,90.8,44.8,43.0
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.7,124.1,22.4,66.7,94.3,44.4,42.3
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.1,140.6,21.3,69.8,92.4,48.8,54.1
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.9,121.6,27.5,60.4,86.2,52.4,46.0
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.4,140.6,21.5,62.3,99.8,43.4,49.5
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.6,135.3,38.7,69.8,99.8,59.5,47.2
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.3,121.6,29.9,79.1,80.5,45.7,47.4
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.5,143.3,24.9,79.8,82.0,42.4,57.5
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.0,132.6,34.8,62.8,83.4,51.6,42.1
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.9,148.1,23.9,61.2,91.4,55.0,56.2
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.6,139.3,20.5,61.1,83.5,46.4,56.8
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.6,118.3,27.9,77.0,87.3,56.7,60.0
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.9,146.2,27.2,68.6,81.3,46.9,53.8
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.4,148.9,33.5,60.6,99.8,59.0,54.4
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.0,125.0,25.0,73.0,92.7,51.5,52.9
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.7,126.7,22.5,79.4,87.7,47.6,58.9
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.9,139.2,20.3,67.1,84.3,46.7,41.9
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.4,129.8,39.7,71.0,86.8,43.8,55.8
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.9,129.2,22.4,75.1,94.7,57.2,54.4
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.4,112.1,37.7,74.0,93.3,52.3,59.2
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.5,138.2,27.0,70.0,89.1,56.8,51.3
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.5,122.9,20.3,60.5,82.4,42.7,45.7
Rice,Kharif,Clay,Jul,Oct,Rainfed,8.0,147.7,24.0,70.7,82.6,54.9,49.0
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.4,112.1,37.6,73.2,87.9,56.2,45.3
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.2,126.0,28.8,73.0,88.9,49.7,57.6
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.3,129.0,22.1,70.1,93.6,57.9,51.7
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.1,126.2,34.9,65.5,98.1,59.3,53.7
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.0,146.6,29.7,73.9,99.7,40.1,48.5
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.2,115.3,30.0,61.1,81.0,43.6,42.7
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.8,113.8,30.9,77.0,94.2,46.2,57.6
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.5,124.0,36.0,75.7,88.7,46.9,58.0
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.4,130.9,35.8,72.9,87.1,57.4,59.0
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.3,145.0,26.1,60.6,95.6,53.3,44.7
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.1,116.9,29.9,79.1,83.9,44.8,44.6
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.3,132.3,26.1,68.9,83.1,51.3,40.0
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.6,138.2,24.7,80.0,96.6,52.4,50.2
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.9,122.2,24.8,75.7,83.9,48.3,52.5
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.5,136.2,31.9,74.1,92.4,52.9,45.3
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.7,140.1,38.8,67.5,84.6,48.9,44.8
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.8,126.3,33.4,68.8,97.1,48.9,40.8
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.1,130.9,21.2,65.5,85.1,58.1,54.2
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.3,146.2,34.5,74.2,81.9,53.3,42.7
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.6,122.9,24.7,76.1,90.5,56.6,54.4
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.3,137.0,39.0,70.0,92.8,47.1,46.3
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.5,132.6,24.7,76.8,95.5,53.1,44.4
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.5,141.2,39.7,60.9,92.3,44.2,48.7
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.5,130.9,39.3,68.4,98.7,46.9,44.1
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.5,129.1,39.9,60.0,92.1,59.9,52.8
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.8,111.6,32.7,79.0,96.2,50.2,56.7
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.6,111.8,28.6,75.7,98.3,57.0,51.8
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.3,149.4,24.5,65.6,86.7,41.0,40.4
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.1,114.5,24.6,60.6,95.9,58.6,41.0
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.6,136.8,33.1,77.1,90.6,54.5,56.7
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.6,149.0,31.8,73.4,96.4,60.0,45.3
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.1,119.2,25.8,60.0,91.5,59.3,59.6
Rice,Kharif,Clay,Jun,Sep,Irrigated,8.0,121.9,33.7,70.2,91.7,40.5,48.8
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.9,129.5,23.0,68.6,83.8,57.0,45.7
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.6,134.0,27.4,70.7,88.2,41.0,42.8
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.1,114.4,30.4,61.7,89.9,45.8,42.1
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.7,113.3,32.4,75.4,98.5,51.8,47.0
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.6,138.5,27.1,80.0,94.7,40.2,47.2
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.5,113.1,30.9,78.4,82.8,44.1,53.5
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.9,136.5,23.2,73.4,98.0,41.3,59.6
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.2,116.6,24.6,74.4,96.3,55.7,54.7
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.3,147.0,25.7,67.0,80.1,54.8,42.8
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.7,138.4,32.9,76.2,95.1,40.5,52.3
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.1,121.6,37.6,70.0,99.0,54.0,46.2
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.6,115.2,26.6,65.7,85.4,46.6,48.7
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.7,118.9,24.4,68.3,85.3,48.2,54.5
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.7,136.3,33.5,72.0,92.3,58.4,42.7
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.3,146.9,24.9,70.2,86.6,55.9,46.8
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.2,144.8,23.4,68.7,93.1,57.7,48.3
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.0,122.9,30.8,68.0,89.2,57.1,43.7
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.2,136.0,34.2,78.5,84.5,57.5,54.8
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.2,129.1,23.6,67.0,88.4,56.0,59.0
Rice,Kharif,Loamy,Jun,Sep,Irrigated,8.0,149.7,24.7,77.3,82.3,49.7,53.5
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.8,120.8,32.4,74.5,99.8,56.8,48.2
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.1,148.5,30.0,68.2,99.3,59.3,44.6
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.7,129.0,37.8,63.1,94.0,43.8,47.3
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.3,125.5,24.1,66.7,90.1,40.9,43.0
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.9,129.7,31.3,79.3,92.1,55.6,47.6
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.4,118.8,39.4,69.0,87.8,58.1,56.8
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.7,115.5,35.1,66.3,89.9,48.3,50.9
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.6,142.5,28.4,64.0,99.0,49.0,52.7
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.5,126.4,29.3,78.2,86.2,40.4,55.8
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.2,142.9,33.9,67.7,88.2,42.2,42.7
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.3,130.6,22.0,74.6,90.8,47.3,41.1
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.6,141.7,26.0,60.3,91.9,45.3,48.8
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.9,141.5,22.8,78.3,90.7,44.3,45.4
Rice,Kharif,Silt,Jun,Sep,Irrigated,5.8,126.6,21.9,65.5,89.4,59.1,57.7
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.3,118.1,28.0,69.9,81.7,41.5,50.5
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.2,125.0,20.7,78.6,87.1,44.1,53.8
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.0,115.1,21.2,78.2,92.3,55.3,50.9
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.5,147.3,23.6,65.1,80.3,50.2,51.6
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.8,125.8,39.4,62.6,86.7,58.6,46.4
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.5,123.6,26.3,71.7,89.9,54.9,55.1
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.3,125.2,34.0,76.5,89.6,47.0,42.5
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.1,137.2,28.0,62.7,81.5,49.1,56.9
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.7,124.0,25.5,72.5,96.4,48.7,58.7
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.0,115.1,30.6,76.2,86.1,47.8,58.8
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.9,137.3,25.1,66.8,90.6,54.5,56.9
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.6,116.7,33.2,76.3,96.4,53.7,58.3
Rice,Kharif,Loamy,Jul,Oct,Rainfed,5.1,126.3,36.2,74.7,80.7,46.1,56.0
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.9,147.8,26.4,65.7,93.3,52.6,56.4
Rice,Kharif,Silt,Jul,Oct,Rainfed,6.0,138.0,20.9,69.5,85.4,41.2,54.2
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.4,120.6,36.7,71.1,88.0,57.5,44.5
Rice,Kharif,Clay,Jul,Oct,Rainfed,6.4,118.2,33.5,76.0,92.3,57.4,54.3
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.1,125.8,30.6,70.4,84.9,50.0,42.1
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.8,140.5,21.5,75.7,81.8,47.4,54.6
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.0,111.4,24.5,63.6,84.3,54.2,51.8
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.2,132.5,28.7,76.7,81.7,47.8,40.4
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.2,138.7,23.2,72.3,84.4,55.0,53.9
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.8,141.3,29.6,60.3,85.6,49.9,44.9
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.2,132.1,38.7,72.7,81.7,45.2,42.6
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.5,129.3,27.3,61.0,97.6,49.2,42.3
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.2,117.1,34.1,63.4,83.3,41.4,57.2
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.9,121.8,33.0,78.5,87.5,42.9,42.1
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.2,149.3,28.1,77.0,99.7,59.5,41.7
Rice,Kharif,Clay,Jul,Oct,Rainfed,5.5,136.5,32.0,74.7,94.8,46.3,51.9
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.8,134.9,33.2,65.4,95.6,40.4,49.5
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.4,113.3,31.2,75.4,83.0,57.6,42.7
Rice,Kharif,Clay,Jun,Sep,Irrigated,7.4,122.7,24.2,64.4,91.1,43.4,59.3
Rice,Kharif,Silt,Jul,Oct,Rainfed,7.0,143.1,36.2,68.3,85.0,40.7,44.7
Rice,Kharif,Loamy,Jun,Sep,Irrigated,6.5,135.4,23.3,78.9,84.0,48.5,40.2
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.4,123.3,31.1,78.7,98.9,51.2,47.5
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.4,135.5,23.1,68.1,90.8,57.3,45.0
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.7,129.5,24.7,60.8,88.9,50.3,46.8
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.2,114.7,27.2,76.9,98.4,41.2,48.5
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.1,124.6,32.1,63.1,90.7,44.7,44.5
Rice,Kharif,Loamy,Jun,Sep,Irrigated,7.2,146.3,20.1,72.7,81.5,55.5,51.9
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.2,122.5,37.2,78.4,98.0,41.5,51.4
Rice,Kharif,Silt,Jun,Sep,Irrigated,7.3,111.5,36.5,77.1,89.6,46.5,58.6
Rice,Kharif,Loamy,Jul,Oct,Rainfed,7.2,114.5,27.2,75.1,83.2,43.3,49.5
Rice,Kharif,Clay,Jun,Sep,Irrigated,6.7,144.5,20.8,66.7,87.5,53.6,55.1
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.1,149.2,39.6,75.6,86.1,56.9,49.5
Rice,Kharif,Loamy,Jun,Sep,Irrigated,5.7,118.7,37.4,72.5,94.3,55.2,57.2
Rice,Kharif,Clay,Jul,Oct,Rainfed,7.7,114.8,34.4,69.4,82.9,48.2,48.5
Rice,Kharif,Silt,Jun,Sep,Irrigated,6.5,128.3,24.3,69.9,96.3,49.6,41.5
Rice,Kharif,Loamy,Jul,Oct,Rainfed,6.4,130.5,35.1,66.7,93.3,50.7,57.3
Rice,Kharif,Clay,Jun,Sep,Irrigated,5.5,142.3,38.4,78.5,90.9,52.3,40.8
Rice,Kharif,Silt,Jul,Oct,Rainfed,5.8,147.9,26.6,61.5,82.8,54.9,44.2
Rice,Kharif,Loamy,Jun,Sep,Irrigated,8.0,146.4,25.0,79.2,91.5,59.9,59.5
